Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
7531,Ecuador,Soybeans,1992,16420,2274.0,2012.0,17.67
7532,Ecuador,Soybeans,1992,16420,2274.0,2012.0,22.19
7557,Ecuador,Soybeans,1993,17613,2274.0,1844.0,21.86
7558,Ecuador,Soybeans,1993,17613,2274.0,1844.0,17.42
7559,Ecuador,Soybeans,1993,17613,2274.0,1844.0,22.15
7584,Ecuador,Soybeans,1994,21520,2274.0,2670.0,21.46
7585,Ecuador,Soybeans,1994,21520,2274.0,2670.0,17.4
7586,Ecuador,Soybeans,1994,21520,2274.0,2670.0,21.8
7611,Ecuador,Soybeans,1995,10939,2274.0,2658.0,21.96
7612,Ecuador,Soybeans,1995,10939,2274.0,2658.0,17.7
7613,Ecuador,Soybeans,1995,10939,2274.0,2658.0,22.19
7638,Ecuador,Soybeans,1996,12600,2274.0,2407.0,21.34
7639,Ecuador,Soybeans,1996,12600,2274.0,2407.0,17.23
7640,Ecuador,Soybeans,1996,12600,2274.0,2407.0,21.69
7665,Ecuador,Soybeans,1997,11365,2274.0,7612.0,22.88
7666,Ecuador,Soybeans,1997,11365,2274.0,7612.0,17.82
7667,Ecuador,Soybeans,1997,11365,2274.0,7612.0,23.0
7692,Ecuador,Soybeans,1998,12691,2274.0,21500.0,22.59
7693,Ecuador,Soybeans,1998,12691,2274.0,21500.0,18.12
7694,Ecuador,Soybeans,1998,12691,2274.0,21500.0,22.72
7719,Ecuador,Soybeans,1999,18130,2274.0,14216.0,21.21
7720,Ecuador,Soybeans,1999,18130,2274.0,14216.0,17.02
7721,Ecuador,Soybeans,1999,18130,2274.0,14216.0,21.43
7746,Ecuador,Soybeans,2000,17061,2274.0,17948.0,21.34
7747,Ecuador,Soybeans,2000,17061,2274.0,17948.0,17.06
7748,Ecuador,Soybeans,2000,17061,2274.0,17948.0,21.46
7773,Ecuador,Soybeans,2001,18900,2274.0,7344.0,21.51
7774,Ecuador,Soybeans,2001,18900,2274.0,7344.0,17.39
7775,Ecuador,Soybeans,2001,18900,2274.0,7344.0,21.88
7800,Ecuador,Soybeans,2002,19963,2274.0,1302.49,22.23
7801,Ecuador,Soybeans,2002,19963,2274.0,1302.49,17.78
7802,Ecuador,Soybeans,2002,19963,2274.0,1302.49,22.47
7827,Ecuador,Soybeans,2004,16610,2274.0,29799.84,22.04
7828,Ecuador,Soybeans,2004,16610,2274.0,29799.84,17.73
7829,Ecuador,Soybeans,2004,16610,2274.0,29799.84,22.33
7854,Ecuador,Soybeans,2005,19646,2274.0,18391.23,21.82
7855,Ecuador,Soybeans,2005,19646,2274.0,18391.23,17.67
7856,Ecuador,Soybeans,2005,19646,2274.0,18391.23,22.21
7881,Ecuador,Soybeans,2006,11500,2274.0,7953.42,22.09
7882,Ecuador,Soybeans,2006,11500,2274.0,7953.42,17.6
7883,Ecuador,Soybeans,2006,11500,2274.0,7953.42,22.31
7908,Ecuador,Soybeans,2007,17188,2274.0,14156.16,21.68
7909,Ecuador,Soybeans,2007,17188,2274.0,14156.16,17.44
7910,Ecuador,Soybeans,2007,17188,2274.0,14156.16,21.99
7935,Ecuador,Soybeans,2008,16000,2274.0,15396.14,21.72
7936,Ecuador,Soybeans,2008,16000,2274.0,15396.14,17.16
7937,Ecuador,Soybeans,2008,16000,2274.0,15396.14,21.89
7962,Ecuador,Soybeans,2009,16585,2274.0,9666.87,22.01
7963,Ecuador,Soybeans,2009,16585,2274.0,9666.87,17.76
7964,Ecuador,Soybeans,2009,16585,2274.0,9666.87,22.42
7989,Ecuador,Soybeans,2010,16279,2274.0,31637.12,21.98
7990,Ecuador,Soybeans,2010,16279,2274.0,31637.12,17.79
7991,Ecuador,Soybeans,2010,16279,2274.0,31637.12,22.3
8016,Ecuador,Soybeans,2011,16250,2274.0,17529.44,21.78
8017,Ecuador,Soybeans,2011,16250,2274.0,17529.44,17.42
8018,Ecuador,Soybeans,2011,16250,2274.0,17529.44,22.11
8043,Ecuador,Soybeans,2012,16923,2274.0,11469.74,21.86
8044,Ecuador,Soybeans,2012,16923,2274.0,11469.74,17.46
8045,Ecuador,Soybeans,2012,16923,2274.0,11469.74,22.16
8070,Ecuador,Soybeans,2013,16585,2274.0,6471.77,21.69
8071,Ecuador,Soybeans,2013,16585,2274.0,6471.77,17.28
8072,Ecuador,Soybeans,2013,16585,2274.0,6471.77,21.94
8087,Egypt,Soybeans,1990,25773,51.0,13214.0,20.73
8088,Egypt,Soybeans,1990,25773,51.0,13214.0,21.6
8101,Egypt,Soybeans,1991,28366,51.0,8255.0,20.64
8102,Egypt,Soybeans,1991,28366,51.0,8255.0,21.65
8115,Egypt,Soybeans,1992,26981,51.0,6156.0,20.09
8116,Egypt,Soybeans,1992,26981,51.0,6156.0,21.11
8129,Egypt,Soybeans,1993,27534,51.0,4175.0,20.74
8130,Egypt,Soybeans,1993,27534,51.0,4175.0,21.79
8143,Egypt,Soybeans,1994,28828,51.0,4283.0,21.1
8144,Egypt,Soybeans,1994,28828,51.0,4283.0,22.02
8157,Egypt,Soybeans,1995,24344,51.0,4391.0,20.62
8158,Egypt,Soybeans,1995,24344,51.0,4391.0,21.56
8171,Egypt,Soybeans,1996,26103,51.0,4499.0,20.85
8172,Egypt,Soybeans,1996,26103,51.0,4499.0,21.88
8185,Egypt,Soybeans,1997,26223,51.0,4607.0,20.52
8186,Egypt,Soybeans,1997,26223,51.0,4607.0,21.45
8199,Egypt,Soybeans,1998,26207,51.0,4715.0,21.29
8200,Egypt,Soybeans,1998,26207,51.0,4715.0,22.36
8213,Egypt,Soybeans,1999,26367,51.0,4823.0,21.46
8214,Egypt,Soybeans,1999,26367,51.0,4823.0,22.28
8227,Egypt,Soybeans,2000,27199,51.0,4931.0,20.74
8228,Egypt,Soybeans,2000,27199,51.0,4931.0,21.49
8241,Egypt,Soybeans,2001,27922,51.0,5039.0,21.45
8242,Egypt,Soybeans,2001,27922,51.0,5039.0,22.33
8255,Egypt,Soybeans,2002,29904,51.0,5147.0,21.46
8256,Egypt,Soybeans,2002,29904,51.0,5147.0,22.41
8269,Egypt,Soybeans,2004,30266,51.0,5363.0,21.06
8270,Egypt,Soybeans,2004,30266,51.0,5363.0,22.08
8283,Egypt,Soybeans,2005,34000,51.0,5471.0,21.08
8284,Egypt,Soybeans,2005,34000,51.0,5471.0,22.01
8297,Egypt,Soybeans,2006,30817,51.0,9781.0,21.15
8298,Egypt,Soybeans,2006,30817,51.0,9781.0,22.05
8311,Egypt,Soybeans,2007,32880,51.0,9105.0,21.51
8312,Egypt,Soybeans,2007,32880,51.0,9105.0,22.36
8325,Egypt,Soybeans,2008,33601,51.0,9527.0,21.74
8326,Egypt,Soybeans,2008,33601,51.0,9527.0,22.64
8339,Egypt,Soybeans,2009,31252,51.0,9013.0,21.67
8340,Egypt,Soybeans,2009,31252,51.0,9013.0,22.63
8353,Egypt,Soybeans,2010,28453,51.0,11590.0,22.46
8354,Egypt,Soybeans,2010,28453,51.0,11590.0,23.72
8367,Egypt,Soybeans,2011,31195,51.0,12945.0,21.18
8368,Egypt,Soybeans,2011,31195,51.0,12945.0,21.99
8381,Egypt,Soybeans,2012,36186,51.0,13991.0,21.55
8382,Egypt,Soybeans,2012,36186,51.0,13991.0,22.48
8395,Egypt,Soybeans,2013,34767,51.0,13653.0,21.44
8396,Egypt,Soybeans,2013,34767,51.0,13653.0,22.91
8407,El Salvador,Soybeans,1990,20000,1784.0,2524.0,26.06
8415,El Salvador,Soybeans,1991,20000,1784.0,4096.0,26.08
8423,El Salvador,Soybeans,1992,26857,1784.0,3940.77,26.22
8431,El Salvador,Soybeans,1993,27143,1784.0,3785.54,26.12
8439,El Salvador,Soybeans,1994,25000,1784.0,3630.31,26.33
8447,El Salvador,Soybeans,1995,23333,1784.0,3475.08,26.05
8455,El Salvador,Soybeans,1996,23333,1784.0,3319.85,25.77
8463,El Salvador,Soybeans,1997,24444,1784.0,3164.62,26.48
8471,El Salvador,Soybeans,1998,24000,1784.0,3009.39,26.48
8479,El Salvador,Soybeans,1999,24000,1784.0,2854.16,25.67
8487,El Salvador,Soybeans,2000,22727,1784.0,2698.93,25.78
8495,El Salvador,Soybeans,2001,22241,1784.0,2543.7,25.92
8503,El Salvador,Soybeans,2002,21732,1784.0,2388.47,26.12
8511,El Salvador,Soybeans,2004,20409,1784.0,2078.01,26.2
8519,El Salvador,Soybeans,2005,20768,1784.0,1922.78,26.07
8527,El Salvador,Soybeans,2006,20383,1784.0,2265.72,26.14
8535,El Salvador,Soybeans,2007,19348,1784.0,1940.78,26.02
8543,El Salvador,Soybeans,2008,19279,1784.0,3899.48,25.71
8551,El Salvador,Soybeans,2009,19172,1784.0,3333.88,26.21
8559,El Salvador,Soybeans,2010,18000,1784.0,3598.59,25.96
8567,El Salvador,Soybeans,2011,19222,1784.0,3231.13,25.95
8575,El Salvador,Soybeans,2012,19231,1784.0,2595.16,26.04
8583,El Salvador,Soybeans,2013,19231,1784.0,6005.08,26.36
8757,France,Soybeans,1990,20940,867.0,97701.0,11.96
8763,France,Soybeans,1991,24308,867.0,103434.0,10.6
8769,France,Soybeans,1992,17425,867.0,85249.0,11.15
8775,France,Soybeans,1993,24636,867.0,91953.0,10.7
8781,France,Soybeans,1994,25978,867.0,89515.0,11.96
8787,France,Soybeans,1995,25723,867.0,84011.0,11.69
8793,France,Soybeans,1996,26717,867.0,97890.0,10.14
8799,France,Soybeans,1997,27641,867.0,109792.0,11.59
8805,France,Soybeans,1998,25506,867.0,107753.0,11.25
8811,France,Soybeans,1999,26622,867.0,114695.0,11.83
8817,France,Soybeans,2000,25875,867.0,97878.0,11.74
8823,France,Soybeans,2001,25617,867.0,99694.0,11.37
8829,France,Soybeans,2002,27899,867.0,82448.0,11.87
8835,France,Soybeans,2004,25104,867.0,76099.0,11.34
8841,France,Soybeans,2005,24837,867.0,78265.0,11.55
8847,France,Soybeans,2006,27173,867.0,71612.0,11.79
8853,France,Soybeans,2007,25991,867.0,77255.0,11.75
8859,France,Soybeans,2008,28986,867.0,78577.0,11.28
8865,France,Soybeans,2009,25109,867.0,63676.0,11.46
8871,France,Soybeans,2010,27495,867.0,61903.0,10.41
8877,France,Soybeans,2011,29473,867.0,61039.0,12.33
8883,France,Soybeans,2012,27815,867.0,63547.59,11.22
8889,France,Soybeans,2013,25599,867.0,66497.29,11.01
8897,Germany,Soybeans,1990,19792,700.0,31289.0,10.71
8898,Germany,Soybeans,1990,19792,700.0,31289.0,10.08
8899,Germany,Soybeans,1990,19792,700.0,31289.0,5.92
8909,Germany,Soybeans,1991,23917,700.0,32006.0,9.36
8910,Germany,Soybeans,1991,23917,700.0,32006.0,8.79
8911,Germany,Soybeans,1991,23917,700.0,32006.0,4.93
8921,Germany,Soybeans,1992,30000,700.0,29542.0,10.38
8922,Germany,Soybeans,1992,30000,700.0,29542.0,9.84
8923,Germany,Soybeans,1992,30000,700.0,29542.0,5.91
8933,Germany,Soybeans,1993,20000,700.0,25170.0,9.34
8934,Germany,Soybeans,1993,20000,700.0,25170.0,8.57
8935,Germany,Soybeans,1993,20000,700.0,25170.0,5.33
8945,Germany,Soybeans,1994,20000,700.0,26330.0,10.43
8946,Germany,Soybeans,1994,20000,700.0,26330.0,9.73
8947,Germany,Soybeans,1994,20000,700.0,26330.0,6.64
8957,Germany,Soybeans,1995,20587,700.0,30090.0,9.75
8958,Germany,Soybeans,1995,20587,700.0,30090.0,9.16
8959,Germany,Soybeans,1995,20587,700.0,30090.0,5.33
8969,Germany,Soybeans,1996,20000,700.0,31683.0,7.88
8970,Germany,Soybeans,1996,20000,700.0,31683.0,7.42
8971,Germany,Soybeans,1996,20000,700.0,31683.0,4.49
8981,Germany,Soybeans,1997,20000,700.0,30414.0,9.73
8982,Germany,Soybeans,1997,20000,700.0,30414.0,9.27
8983,Germany,Soybeans,1997,20000,700.0,30414.0,5.79
8993,Germany,Soybeans,1998,21896,700.0,33377.0,10.05
8994,Germany,Soybeans,1998,21896,700.0,33377.0,9.31
8995,Germany,Soybeans,1998,21896,700.0,33377.0,5.66
9005,Germany,Soybeans,1999,26010,700.0,30019.0,10.58
9006,Germany,Soybeans,1999,26010,700.0,30019.0,10.02
9007,Germany,Soybeans,1999,26010,700.0,30019.0,5.55
9017,Germany,Soybeans,2000,20000,700.0,35273.17,10.96
9018,Germany,Soybeans,2000,20000,700.0,35273.17,10.12
9019,Germany,Soybeans,2000,20000,700.0,35273.17,6.33
9029,Germany,Soybeans,2001,19584,700.0,33423.49,9.69
9030,Germany,Soybeans,2001,19584,700.0,33423.49,9.19
9031,Germany,Soybeans,2001,19584,700.0,33423.49,5.59
9041,Germany,Soybeans,2002,15337,700.0,34431.72,10.26
9042,Germany,Soybeans,2002,15337,700.0,34431.72,9.86
9043,Germany,Soybeans,2002,15337,700.0,34431.72,6.26
9071,Germany,Soybeans,2006,10000,700.0,38540.15,10.55
9072,Germany,Soybeans,2006,10000,700.0,38540.15,10.15
9073,Germany,Soybeans,2006,10000,700.0,38540.15,5.94
9083,Germany,Soybeans,2007,10000,700.0,40740.64,10.88
9084,Germany,Soybeans,2007,10000,700.0,40740.64,10.37
9085,Germany,Soybeans,2007,10000,700.0,40740.64,6.28
9095,Germany,Soybeans,2008,10000,700.0,43413.01,10.66
9096,Germany,Soybeans,2008,10000,700.0,43413.01,10.04
9097,Germany,Soybeans,2008,10000,700.0,43413.01,5.94
9107,Germany,Soybeans,2009,10000,700.0,39289.43,10.06
9108,Germany,Soybeans,2009,10000,700.0,39289.43,9.61
9109,Germany,Soybeans,2009,10000,700.0,39289.43,5.89
9119,Germany,Soybeans,2010,20000,700.0,40832.42,8.61
9120,Germany,Soybeans,2010,20000,700.0,40832.42,7.97
9121,Germany,Soybeans,2010,20000,700.0,40832.42,4.85
9131,Germany,Soybeans,2011,15000,700.0,43754.35,10.56
9132,Germany,Soybeans,2011,15000,700.0,43754.35,9.73
9133,Germany,Soybeans,2011,15000,700.0,43754.35,6.56
9143,Germany,Soybeans,2012,20000,700.0,45522.5,9.96
9144,Germany,Soybeans,2012,20000,700.0,45522.5,9.2
9145,Germany,Soybeans,2012,20000,700.0,45522.5,5.88
9155,Germany,Soybeans,2013,20000,700.0,43756.1,10.12
9156,Germany,Soybeans,2013,20000,700.0,43756.1,9.17
9157,Germany,Soybeans,2013,20000,700.0,43756.1,6.0
9320,Greece,Soybeans,1990,30000,652.0,7420.0,18.05
9327,Greece,Soybeans,1991,27500,652.0,7420.0,17.07
9334,Greece,Soybeans,1992,30000,652.0,7869.0,17.13
9341,Greece,Soybeans,1993,24307,652.0,8826.0,17.53
9348,Greece,Soybeans,1994,20107,652.0,6341.0,18.47
9355,Greece,Soybeans,1995,20000,652.0,6663.0,17.82
9362,Greece,Soybeans,1996,22376,652.0,7296.0,17.46
9369,Greece,Soybeans,1997,22651,652.0,9223.0,17.35
9376,Greece,Soybeans,1998,23611,652.0,10702.0,18.15
9383,Greece,Soybeans,1999,15645,652.0,9635.0,18.82
9390,Greece,Soybeans,2000,17429,652.0,10627.0,18.2
9397,Greece,Soybeans,2001,16404,652.0,10725.0,18.67
9404,Greece,Soybeans,2002,19730,652.0,11852.0,18.33
9411,Greece,Soybeans,2004,1265,652.0,11594.0,18.07
9418,Greece,Soybeans,2005,3716,652.0,12083.0,17.91
9425,Greece,Soybeans,2006,21491,652.0,7505.3,17.78
9432,Greece,Soybeans,2007,21121,652.0,7345.7,18.67
9439,Greece,Soybeans,2008,3684,652.0,5130.8,18.61
9446,Greece,Soybeans,2009,19920,652.0,3404.4,18.52
9453,Greece,Soybeans,2010,27089,652.0,5607.7,19.3
9460,Greece,Soybeans,2011,25449,652.0,8189.8,17.67
9467,Greece,Soybeans,2012,25983,652.0,8002.2,18.82
9474,Greece,Soybeans,2013,27376,652.0,8081.72,19.36
9483,Guatemala,Soybeans,1990,26288,1996.0,12004.33,19.64
9491,Guatemala,Soybeans,1991,26283,1996.0,12004.33,19.91
9499,Guatemala,Soybeans,1992,25441,1996.0,12004.33,19.89
9507,Guatemala,Soybeans,1993,28902,1996.0,12004.33,19.85
9516,Guatemala,Soybeans,1994,28389,1996.0,12004.33,20.08
9525,Guatemala,Soybeans,1995,27692,1996.0,12004.33,19.98
9534,Guatemala,Soybeans,1996,27617,1996.0,12004.33,19.48
9543,Guatemala,Soybeans,1997,27600,1996.0,11419.53,20.16
9552,Guatemala,Soybeans,1998,31768,1996.0,10834.74,20.36
9561,Guatemala,Soybeans,1999,30780,1996.0,10249.94,19.44
9570,Guatemala,Soybeans,2000,30548,1996.0,9665.14,19.47
9579,Guatemala,Soybeans,2001,29091,1996.0,10023.42,19.62
9588,Guatemala,Soybeans,2002,26923,1996.0,10381.71,19.93
9597,Guatemala,Soybeans,2004,26923,1996.0,11959.92,19.85
9606,Guatemala,Soybeans,2005,26923,1996.0,13506.02,19.99
9615,Guatemala,Soybeans,2006,26923,1996.0,15951.27,19.88
9624,Guatemala,Soybeans,2007,26923,1996.0,22883.17,19.9
9633,Guatemala,Soybeans,2008,26923,1996.0,18091.67,19.51
9642,Guatemala,Soybeans,2009,25714,1996.0,13276.7,19.99
9651,Guatemala,Soybeans,2010,31313,1996.0,14898.25,19.85
9660,Guatemala,Soybeans,2011,26429,1996.0,16540.71,19.85
9669,Guatemala,Soybeans,2012,26429,1996.0,19726.3,19.88
9678,Guatemala,Soybeans,2013,25333,1996.0,20489.4,20.37
10190,Honduras,Soybeans,1993,19227,1976.0,6768.0,24.58
10199,Honduras,Soybeans,1994,19780,1976.0,3160.91,24.87
10208,Honduras,Soybeans,1995,20000,1976.0,7800.0,24.95
10217,Honduras,Soybeans,1996,20000,1976.0,6464.0,24.39
10226,Honduras,Soybeans,1997,20000,1976.0,6980.0,25.03
10235,Honduras,Soybeans,1998,21429,1976.0,3495.0,25.37
10244,Honduras,Soybeans,1999,21429,1976.0,2387.0,24.41
10253,Honduras,Soybeans,2000,20000,1976.0,4376.0,24.43
10262,Honduras,Soybeans,2001,18750,1976.0,1141.0,24.4
10271,Honduras,Soybeans,2002,19516,1976.0,1772.3,24.61
10280,Honduras,Soybeans,2004,20787,1976.0,3034.91,24.68
10289,Honduras,Soybeans,2005,21122,1976.0,3666.21,24.77
10298,Honduras,Soybeans,2006,21333,1976.0,4297.51,24.88
10307,Honduras,Soybeans,2007,20824,1976.0,5283.93,24.55
10316,Honduras,Soybeans,2008,20598,1976.0,5130.42,24.25
10325,Honduras,Soybeans,2009,20687,1976.0,4344.36,24.77
10334,Honduras,Soybeans,2010,20753,1976.0,5736.63,24.49
10343,Honduras,Soybeans,2011,20819,1976.0,6324.41,24.63
10352,Honduras,Soybeans,2012,20884,1976.0,7194.91,24.47
10361,Honduras,Soybeans,2013,20950,1976.0,7194.91,24.86
10368,Hungary,Soybeans,1990,12853,589.0,12756.0,10.96
10374,Hungary,Soybeans,1991,23002,589.0,8069.0,9.66
10380,Hungary,Soybeans,1992,14300,589.0,5777.0,11.01
10386,Hungary,Soybeans,1993,17175,589.0,10197.0,10.22
10392,Hungary,Soybeans,1994,18431,589.0,9574.0,11.58
10398,Hungary,Soybeans,1995,18500,589.0,7715.0,10.34
10404,Hungary,Soybeans,1996,21669,589.0,6946.0,9.44
10410,Hungary,Soybeans,1997,22367,589.0,4445.0,9.89
10416,Hungary,Soybeans,1998,20911,589.0,5280.0,10.35
10422,Hungary,Soybeans,1999,23901,589.0,4598.0,10.64
10428,Hungary,Soybeans,2000,13794,589.0,4151.0,11.69
10434,Hungary,Soybeans,2001,20156,589.0,5458.0,10.47
10440,Hungary,Soybeans,2002,22452,589.0,8231.5,11.43
10446,Hungary,Soybeans,2004,23733,589.0,9940.5,10.37
10452,Hungary,Soybeans,2005,23178,589.0,9676.0,10.05
10458,Hungary,Soybeans,2006,23679,589.0,11523.0,10.67
10464,Hungary,Soybeans,2007,16408,589.0,11178.0,11.82
10470,Hungary,Soybeans,2008,26186,589.0,12084.0,11.55
10476,Hungary,Soybeans,2009,23990,589.0,11144.0,11.48
10482,Hungary,Soybeans,2010,22670,589.0,10299.5,10.35
10488,Hungary,Soybeans,2011,23155,589.0,8473.26,10.92
10494,Hungary,Soybeans,2012,16556,589.0,8141.17,11.31
10500,Hungary,Soybeans,2013,18597,589.0,7744.5,12.44
10612,India,Soybeans,1990,10145,1083.0,75000.0,25.58
10613,India,Soybeans,1990,10145,1083.0,75000.0,26.88
10614,India,Soybeans,1990,10145,1083.0,75000.0,25.79
10615,India,Soybeans,1990,10145,1083.0,75000.0,24.1
10616,India,Soybeans,1990,10145,1083.0,75000.0,25.25
10617,India,Soybeans,1990,10145,1083.0,75000.0,25.44
10618,India,Soybeans,1990,10145,1083.0,75000.0,25.54
10619,India,Soybeans,1990,10145,1083.0,75000.0,26.36
10620,India,Soybeans,1990,10145,1083.0,75000.0,26.91
10621,India,Soybeans,1990,10145,1083.0,75000.0,25.16
10622,India,Soybeans,1990,10145,1083.0,75000.0,25.77
10623,India,Soybeans,1990,10145,1083.0,75000.0,25.12
10624,India,Soybeans,1990,10145,1083.0,75000.0,24.1
10625,India,Soybeans,1990,10145,1083.0,75000.0,25.68
10626,India,Soybeans,1990,10145,1083.0,75000.0,25.54
10627,India,Soybeans,1990,10145,1083.0,75000.0,25.44
10628,India,Soybeans,1990,10145,1083.0,75000.0,24.78
10629,India,Soybeans,1990,10145,1083.0,75000.0,26.59
10630,India,Soybeans,1990,10145,1083.0,75000.0,24.37
10631,India,Soybeans,1990,10145,1083.0,75000.0,26.63
10632,India,Soybeans,1990,10145,1083.0,75000.0,26.63
10633,India,Soybeans,1990,10145,1083.0,75000.0,25.64
10788,India,Soybeans,1991,7825,1083.0,72133.0,25.85
10789,India,Soybeans,1991,7825,1083.0,72133.0,26.9
10790,India,Soybeans,1991,7825,1083.0,72133.0,25.96
10791,India,Soybeans,1991,7825,1083.0,72133.0,23.77
10792,India,Soybeans,1991,7825,1083.0,72133.0,25.49
10793,India,Soybeans,1991,7825,1083.0,72133.0,25.82
10794,India,Soybeans,1991,7825,1083.0,72133.0,25.74
10795,India,Soybeans,1991,7825,1083.0,72133.0,26.54
10796,India,Soybeans,1991,7825,1083.0,72133.0,27.35
10797,India,Soybeans,1991,7825,1083.0,72133.0,25.4
10798,India,Soybeans,1991,7825,1083.0,72133.0,25.99
10799,India,Soybeans,1991,7825,1083.0,72133.0,25.32
10800,India,Soybeans,1991,7825,1083.0,72133.0,23.77
10801,India,Soybeans,1991,7825,1083.0,72133.0,26.2
10802,India,Soybeans,1991,7825,1083.0,72133.0,25.74
10803,India,Soybeans,1991,7825,1083.0,72133.0,25.55
10804,India,Soybeans,1991,7825,1083.0,72133.0,25.06
10805,India,Soybeans,1991,7825,1083.0,72133.0,26.34
10806,India,Soybeans,1991,7825,1083.0,72133.0,24.62
10807,India,Soybeans,1991,7825,1083.0,72133.0,26.7
10808,India,Soybeans,1991,7825,1083.0,72133.0,26.7
10809,India,Soybeans,1991,7825,1083.0,72133.0,25.74
10964,India,Soybeans,1992,8947,1083.0,70791.0,25.69
10965,India,Soybeans,1992,8947,1083.0,70791.0,26.82
10966,India,Soybeans,1992,8947,1083.0,70791.0,26.09
10967,India,Soybeans,1992,8947,1083.0,70791.0,23.79
10968,India,Soybeans,1992,8947,1083.0,70791.0,25.16
10969,India,Soybeans,1992,8947,1083.0,70791.0,25.91
10970,India,Soybeans,1992,8947,1083.0,70791.0,25.52
10971,India,Soybeans,1992,8947,1083.0,70791.0,26.41
10972,India,Soybeans,1992,8947,1083.0,70791.0,27.24
10973,India,Soybeans,1992,8947,1083.0,70791.0,25.41
10974,India,Soybeans,1992,8947,1083.0,70791.0,25.73
10975,India,Soybeans,1992,8947,1083.0,70791.0,25.27
10976,India,Soybeans,1992,8947,1083.0,70791.0,23.79
10977,India,Soybeans,1992,8947,1083.0,70791.0,26.32
10978,India,Soybeans,1992,8947,1083.0,70791.0,25.52
10979,India,Soybeans,1992,8947,1083.0,70791.0,25.58
10980,India,Soybeans,1992,8947,1083.0,70791.0,25.14
10981,India,Soybeans,1992,8947,1083.0,70791.0,26.37
10982,India,Soybeans,1992,8947,1083.0,70791.0,24.62
10983,India,Soybeans,1992,8947,1083.0,70791.0,26.78
10984,India,Soybeans,1992,8947,1083.0,70791.0,26.78
10985,India,Soybeans,1992,8947,1083.0,70791.0,25.89
11140,India,Soybeans,1993,10857,1083.0,66388.0,25.88
11141,India,Soybeans,1993,10857,1083.0,66388.0,27.46
11142,India,Soybeans,1993,10857,1083.0,66388.0,26.1
11143,India,Soybeans,1993,10857,1083.0,66388.0,24.34
11144,India,Soybeans,1993,10857,1083.0,66388.0,25.22
11145,India,Soybeans,1993,10857,1083.0,66388.0,25.75
11146,India,Soybeans,1993,10857,1083.0,66388.0,25.92
11147,India,Soybeans,1993,10857,1083.0,66388.0,26.34
11148,India,Soybeans,1993,10857,1083.0,66388.0,27.24
11149,India,Soybeans,1993,10857,1083.0,66388.0,25.5
11150,India,Soybeans,1993,10857,1083.0,66388.0,26.32
11151,India,Soybeans,1993,10857,1083.0,66388.0,25.27
11152,India,Soybeans,1993,10857,1083.0,66388.0,24.34
11153,India,Soybeans,1993,10857,1083.0,66388.0,26.07
11154,India,Soybeans,1993,10857,1083.0,66388.0,25.92
11155,India,Soybeans,1993,10857,1083.0,66388.0,25.66
11156,India,Soybeans,1993,10857,1083.0,66388.0,25.06
11157,India,Soybeans,1993,10857,1083.0,66388.0,27.07
11158,India,Soybeans,1993,10857,1083.0,66388.0,24.74
11159,India,Soybeans,1993,10857,1083.0,66388.0,27.04
11160,India,Soybeans,1993,10857,1083.0,66388.0,27.04
11161,India,Soybeans,1993,10857,1083.0,66388.0,25.97
11316,India,Soybeans,1994,9106,1083.0,61357.0,25.75
11317,India,Soybeans,1994,9106,1083.0,61357.0,26.74
11318,India,Soybeans,1994,9106,1083.0,61357.0,26.03
11319,India,Soybeans,1994,9106,1083.0,61357.0,24.29
11320,India,Soybeans,1994,9106,1083.0,61357.0,25.22
11321,India,Soybeans,1994,9106,1083.0,61357.0,25.33
11322,India,Soybeans,1994,9106,1083.0,61357.0,25.87
11323,India,Soybeans,1994,9106,1083.0,61357.0,26.54
11324,India,Soybeans,1994,9106,1083.0,61357.0,27.07
11325,India,Soybeans,1994,9106,1083.0,61357.0,25.01
11326,India,Soybeans,1994,9106,1083.0,61357.0,25.92
11327,India,Soybeans,1994,9106,1083.0,61357.0,25.33
11328,India,Soybeans,1994,9106,1083.0,61357.0,24.29
11329,India,Soybeans,1994,9106,1083.0,61357.0,25.75
11330,India,Soybeans,1994,9106,1083.0,61357.0,25.87
11331,India,Soybeans,1994,9106,1083.0,61357.0,25.71
11332,India,Soybeans,1994,9106,1083.0,61357.0,24.84
11333,India,Soybeans,1994,9106,1083.0,61357.0,26.46
11334,India,Soybeans,1994,9106,1083.0,61357.0,24.71
11335,India,Soybeans,1994,9106,1083.0,61357.0,26.55
11336,India,Soybeans,1994,9106,1083.0,61357.0,26.55
11337,India,Soybeans,1994,9106,1083.0,61357.0,25.95
11492,India,Soybeans,1995,10121,1083.0,61257.0,25.86
11493,India,Soybeans,1995,10121,1083.0,61257.0,27.2
11494,India,Soybeans,1995,10121,1083.0,61257.0,26.15
11495,India,Soybeans,1995,10121,1083.0,61257.0,24.04
11496,India,Soybeans,1995,10121,1083.0,61257.0,25.44
11497,India,Soybeans,1995,10121,1083.0,61257.0,25.73
11498,India,Soybeans,1995,10121,1083.0,61257.0,25.92
11499,India,Soybeans,1995,10121,1083.0,61257.0,26.62
11500,India,Soybeans,1995,10121,1083.0,61257.0,27.24
11501,India,Soybeans,1995,10121,1083.0,61257.0,25.5
11502,India,Soybeans,1995,10121,1083.0,61257.0,26.13
